book_folder,id,chapter_id,display_label,title,arabic_title,preface,order
100-hadith_bn,31,2,২/২৬. অধ্যায়ঃ,জুমআ’র জন্য সকাল সকাল আসা,,,31
100-hadith_bn,32,2,২/২৭. অধ্যায়ঃ,জুমআ’র দিনে দু’আ কবুল হওয়ার মুহূর্তটি খোঁজ করা,,,32
100-hadith_bn,33,2,২/২৮. অধ্যায়ঃ,ঈদের মাঠে এক রাস্তায় যাওয়া ও অন্য পথে ফিরে আসা,,,33
100-hadith_bn,34,2,২/২৯. অধ্যায়ঃ,জানাযার নামাযে শরীক হওয়া,,,34
100-hadith_bn,35,2,২/৩০. অধ্যায়ঃ,কবর যিয়ারত করা,,,35
100-hadith_bn,36,3,৩/১. অধ্যায়ঃ,সাহরী খাওয়া,,,36
100-hadith_bn,37,3,৩/২. অধ্যায়ঃ,সূর্যাস্তের ব্যাপারে নিশ্চিত হয়ে দ্রুত ইফতারী করা,,,37
100-hadith_bn,38,3,৩/৩. অধ্যায়ঃ,রমযান মাসে তারাবীর নামায পড়া,,,38
100-hadith_bn,39,3,৩/৪. অধ্যায়ঃ,"রমযান মাসে ই’তিক্বাফ করা, বিশেষ করে এই মাসের শেষ দশকে",,,39
100-hadith_bn,40,3,৩/৫. অধ্যায়ঃ,শাওয়াল মাসে ছয়টি রোযা রাখা,,,40
100-hadith_bn,41,3,৩/৬. অধ্যায়ঃ,প্রত্যেক মাসে তিনদিন রোযা রাখা,,,41
100-hadith_bn,42,3,৩/৭. অধ্যায়ঃ,আরাফার দিন রোযা রাখা,,,42
100-hadith_bn,43,3,৩/৮. অধ্যায়ঃ,মুহার্‌রাম মাসের রোযা রাখা,,,43
100-hadith_bn,44,4,৪/১. অধ্যায়ঃ,একজনকে আমীর নিযুক্ত করা,,,44
100-hadith_bn,45,4,৪/২. অধ্যায়ঃ,কোন উচ্চস্থানে উঠার সময় তকবীর (আল্লাহু আকবার) এবং নিচু স্থানে অবতরনের সময় তাসবীহ (সুবহানাল্লাহ) পাঠ করা,,,45
100-hadith_bn,46,4,৪/৩. অধ্যায়ঃ,কোন স্থানে অবতরণ করলে দুআ পড়া,,,46
100-hadith_bn,47,4,৪/৪. অধ্যায়ঃ,সফর থেকে ফিরে এলে আগে মসজিদে যাওয়া,,,47
100-hadith_bn,48,5,৫/১. অধ্যায়ঃ,নতুন কাপড় পরার সময় দুআ করা,,,48
100-hadith_bn,49,5,৫/২. অধ্যায়ঃ,জুতো পরিধানে ডান পা দিয়ে শুরু করা,,,49
100-hadith_bn,50,5,৫/৩. অধ্যায়ঃ,খাওয়ার আগে ‘বিসমিল্লাহ’ বলা,,,50
100-hadith_bn,51,5,৫/৪. অধ্যায়ঃ,পানাহারের পর আল্লাহ্‌র প্রশংসা করা,,,51
100-hadith_bn,52,5,৫/৫. অধ্যায়ঃ,বসে পান করা,,,52
100-hadith_bn,53,5,৫/৬. অধ্যায়ঃ,দুধ পান করে কুলি করা,,,53
100-hadith_bn,54,5,৫/৭. অধ্যায়ঃ,খাদ্যের দোষ-ত্রুটি বর্ণনা না করা,,,54
100-hadith_bn,55,5,৫/৮. অধ্যায়ঃ,তিন আঙ্গুলের সাহায্যে আহার করা,,,55
100-hadith_bn,56,5,৫/৯. অধ্যায়ঃ,রোগ মুক্তির উদ্দেশ্যে যমযমের পানি পান করা,,,56
100-hadith_bn,57,5,৫/১০. অধ্যায়ঃ,ঈদুল ফিতরের দিন ঈদের মাঠে যাওয়ার পূর্বে কিছু খাওয়া,,,57
100-hadith_bn,58,6,৬/১. অধ্যায়ঃ,বেশী বেশী কুরআন তেলাওয়াত করা,,,58
100-hadith_bn,59,6,৬/২. অধ্যায়ঃ,সুন্দর সুরে কুরআন পড়া,,,59
100-hadith_bn,60,6,৬/৩. অধ্যায়ঃ,সর্বাবস্থায় আল্লাহ্‌র যিক্‌র করা,,,60
100-hadith_bn,61,6,৬/৪. অধ্যায়ঃ,তাসবীহ পাঠ করা,,,61
100-hadith_bn,62,6,৬/৫. অধ্যায়ঃ,হাচির উত্তর দেওয়া,,,62
100-hadith_bn,63,6,৬/৬. অধ্যায়ঃ,রোগীর জন্য দুআ করা,,,63
100-hadith_bn,64,6,৬/৭. অধ্যায়ঃ,ব্যথার স্থানে হাত রেখে দুআ পড়া,,,64
100-hadith_bn,65,6,৬/৮. অধ্যায়ঃ,মোরগের ডাক শুনে দুআ এবং গাধার আওয়ায শুনে শয়তান থেকে আশ্রয় কামনা করা,,,65
100-hadith_bn,66,6,৬/৯. অধ্যায়ঃ,বৃষ্টি হওয়ার সময় দুআ করা,,,66
100-hadith_bn,67,6,৬/১০. অধ্যায়ঃ,বাড়িতে প্রবেশ করার সময় আল্লাহ্‌র যিক্‌র করা,,,67
100-hadith_bn,68,6,৬/১১. অধ্যায়ঃ,মজলিসে আল্লাহ্‌র যিক্‌র করা,,,68
100-hadith_bn,69,6,৬/১২. অধ্যায়ঃ,পায়খানায় প্রবেশ কালে দুআ করা,,,69
100-hadith_bn,70,6,৬/১৩. অধ্যায়ঃ,ঝড়-তুফানের সময় দু’আ পড়া,,,70
100-hadith_bn,71,6,৬/১৪. অধ্যায়ঃ,অনুপস্থিত মুসলিমদের জন্য দুআ করা,,,71
100-hadith_bn,72,6,৬/১৫. অধ্যায়ঃ,মুসীবতের সময় দু’আ করা,,,72
100-hadith_bn,73,6,৬/১৬. অধ্যায়ঃ,বেশী বেশী সালাম প্রচার করা,,,73
100-hadith_bn,74,7,৭/১. অধ্যায়ঃ,জ্ঞানার্জন করা,,,74
100-hadith_bn,75,7,৭/২. অধ্যায়ঃ,প্রবেশ করার পূর্বে তিনবার অনুমতি চাওয়া,,,75
100-hadith_bn,76,7,৭/৩. অধ্যায়ঃ,খেজুর ইত্যাদি চিবিয়ে নবজাত শিশুর মুখে দেওয়া,,,76
100-hadith_bn,77,7,৭/৪. অধ্যায়ঃ,আক্বীক্বা করা,,,77
100-hadith_bn,78,7,৭/৫. অধ্যায়ঃ,বৃষ্টির পানি লাগার জন্য শরীরের কোন অংশ খোলা,,,78
100-hadith_bn,79,7,৭/৬. অধ্যায়ঃ,রোগীকে দেখতে যাওয়া,,,79
100-hadith_bn,80,7,৭/৭. অধ্যায়ঃ,স্নিগ্ধ হাসা,,,80
100-hadith_bn,81,7,৭/৮. অধ্যায়ঃ,আল্লাহ্‌র নিমিত্ত কারো যিয়ারত করা,,,81
100-hadith_bn,82,7,৭/৯. অধ্যায়ঃ,"মানুষ তার ভাইকে জানিয়ে দেবে যে, সে তাকে ভালবাসে",,,82
100-hadith_bn,83,7,৭/১০. অধ্যায়ঃ,হাই তুলা রোধ করা,,,83
100-hadith_bn,84,7,৭/১১. অধ্যায়ঃ,মানুষের ব্যাপারে ভাল ধারণা পোষণ করা,,,84
100-hadith_bn,85,7,৭/১২. অধ্যায়ঃ,ঘরের কাজে পরিবারকে সাহায্য করা,,,85
100-hadith_bn,86,7,৭/১৩. অধ্যায়ঃ,স্বভাবগত অভ্যাস,,,86
100-hadith_bn,87,7,৭/১৪. অধ্যায়ঃ,এতিমদের দেখাশুনা করা,,,87
100-hadith_bn,88,7,৭/১৫. অধ্যায়ঃ,ক্রোধ থেকে বিরত থাকা,,,88
100-hadith_bn,89,7,৭/১৬. অধ্যায়ঃ,আল্লাহ্‌র ভয়ে কাঁদা,,,89
100-hadith_bn,90,7,৭/১৭. অধ্যায়ঃ,সাদক্বায়ে জারীয়া,,,90
100-hadith_bn,91,7,৭/১৮. অধ্যায়ঃ,মসজিদ তৈরী করা,,,91
100-hadith_bn,92,7,৭/১৯. অধ্যায়ঃ,কেনাবেচায় নরম ও সহজ পন্থা অবলম্বন করা,,,92
100-hadith_bn,93,7,৭/২০. অধ্যায়ঃ,রাস্তা থেকে কষ্টদায়ক জিনিস সরিয়ে দেওয়া,,,93
100-hadith_bn,94,7,৭/২১. অধ্যায়ঃ,সাদক্বাহ করা,,,94
100-hadith_bn,95,7,৭/২২. অধ্যায়ঃ,জিলহজ্জ মাসের প্রথম দশকে নেক আমল বেশী বেশী করা,,,95
100-hadith_bn,96,7,৭/২৩. অধ্যায়ঃ,টিকটিকি হত্যা করা,,,96
100-hadith_bn,97,7,৭/২৪. অধ্যায়ঃ,প্রত্যেক শোনা কথা বলে না বেড়ানো,,,97
100-hadith_bn,98,7,৭/২৫. অধ্যায়ঃ,নেকীর আশায় পরিবারবর্গের জন্য ব্যয় করা,,,98
100-hadith_bn,99,7,৭/২৬. অধ্যায়ঃ,তাওয়াফে রামাল করা,,,99
100-hadith_bn,100,7,৭/২৭. অধ্যায়ঃ,"অব্যাহতভাবে কোন নেক আমল করতে থাকা, যদিও তা স্বল্প হয়",,,100
40-hadith_bn,1,1,১/১. অধ্যায়ঃ,৪০ হাদিস,,,1
abu-dawud_bn,1,1,১/১. অধ্যায়ঃ,পেশাব-পায়খানার জন্য নির্জন স্থানে যাওয়া,باب التَّخَلِّي عِنْدَ قَضَاءِ الْحَاجَةِ,,1
abu-dawud_bn,2,1,১/২. অধ্যায়ঃ,পেশাবের জন্য কোনো ব্যক্তির জায়গা খোঁজা,باب الرَّجُلِ يَتَبَوَّأُ لِبَوْلِهِ,,2
abu-dawud_bn,3,1,১/৩. অধ্যায়ঃ,কেউ পায়খানায় প্রবেশকালে যা বলবে,باب مَا يَقُولُ الرَّجُلُ إِذَا دَخَلَ الْخَلَاءَ,,3
abu-dawud_bn,4,1,১/৪. অধ্যায়ঃ,কিবলামুখী হয়ে পেশাব-পায়খানা করা মাকরুহ,باب كَرَاهِيَةِ اسْتِقْبَالِ الْقِبْلَةِ عِنْدَ قَضَاءِ الْحَاجَةِ,,4
abu-dawud_bn,5,1,১/৫. অধ্যায়ঃ,এ সম্পর্কে অনুমতি প্রসঙ্গে,باب الرُّخْصَةِ فِي ذَلِكَ,,5
abu-dawud_bn,6,1,১/৬. অধ্যায়ঃ,পায়খানার সময় কিভাবে সতর খুলবে,باب كَيْفَ التَّكَشُّفُ عِنْدَ الْحَاجَةِ,,6
abu-dawud_bn,7,1,১/৭. অধ্যায়ঃ,পেশাব-পায়খানার সময় কথা বলা মাকরুহ,باب كَرَاهِيَةِ الْكَلَامِ عِنْدَ الْحَاجَةِ,,7
abu-dawud_bn,8,1,১/৮. অধ্যায়ঃ,পেশাবরত অবস্থায় সালামের জবাব দেয়া,باب أَيَرُدُّ السَّلَامَ وَهُوَ يَبُول,,8
abu-dawud_bn,9,1,১/৯. অধ্যায়ঃ,যে ব্যক্তি অপবিত্র অবস্থায় আল্লাহর জিকির করে,باب فِي الرَّجُلِ يَذْكُرُ اللهَ تَعَالَى عَلَى غَيْرِ طُهْرٍ,,9
abu-dawud_bn,10,1,১/১০. অধ্যায়ঃ,আল্লাহর নাম খচিত আংটি নিয়ে পায়খানায় প্রবেশ করা,باب الْخَاتَمِ يَكُونُ فِيهِ ذِكْرُ اللهِ يَدْخُلُ بِهِ الْخَلَاءَ,,10
abu-dawud_bn,11,1,১/১১. অধ্যায়ঃ,পেশাব থেকে সতর্ক থাকা,باب الاِسْتِبْرَاءِ مِنَ الْبَوْلِ,,11
abu-dawud_bn,12,1,১/১২. অধ্যায়ঃ,দাঁড়িয়ে পেশাব করা,باب الْبَوْلِ قَائِمًا,,12
abu-dawud_bn,13,1,১/১৩. অধ্যায়ঃ,কোনো ব্যক্তি রাতে পাত্রে পেশাব করে তা নিকটে রেখে দেয়া,باب فِي الرَّجُلِ يَبُولُ بِاللَّيْلِ فِي الإِنَاءِ ثُمَّ يَضَعُهُ عِنْدَهُ,,13
abu-dawud_bn,14,1,১/১৪. অধ্যায়ঃ,নবী (ﷺ) যেসব জায়গায় পেশাব করতে নিষেধ করেছেন,باب الْمَوَاضِعِ الَّتِي نَهَى النَّبِيُّ صلي الله عليه وسلم عَنِ الْبَوْلِ فِيهَا,,14
abu-dawud_bn,15,1,১/১৫. অধ্যায়ঃ,গোসলখানায় পেশাব করা,باب فِي الْبَوْلِ فِي الْمُسْتَحَمِّ,,15
abu-dawud_bn,16,1,১/১৬. অধ্যায়ঃ,গর্তে পেশাব করা নিষেধ,باب النَّهْىِ عَنِ الْبَوْلِ فِي الْجُحْرِ,,16
abu-dawud_bn,17,1,১/১৭. অধ্যায়ঃ,কোনো ব্যক্তি পায়খানা থেকে বের হয়ে যা বলবে,باب مَا يَقُولُ الرَّجُلُ إِذَا خَرَجَ مِنَ الْخَلَاءِ,,17
abu-dawud_bn,18,1,১/১৮. অধ্যায়ঃ,ইস্তিনজা করার সময় ডান হাতে পুরুষাঙ্গ স্পর্শ করা মাকরুহ,باب كَرَاهِيَةِ مَسِّ الذَّكَرِ بِالْيَمِينِ فِي الاِسْتِبْرَاءِ,,18
abu-dawud_bn,19,1,১/১৯. অধ্যায়ঃ,পেশাব-পায়খানার সময় পর্দা করা,باب الاِسْتِتَارِ فِي الْخَلَاءِ,,19
abu-dawud_bn,20,1,১/২০. অধ্যায়ঃ,যে সমস্ত জিনিস দ্বারা ইস্তিনজা করা নিষেধ,باب مَا يُنْهَى عَنْهُ أَنْ يُسْتَنْجَى بِهِ,,20
abu-dawud_bn,21,1,১/২১. অধ্যায়ঃ,পাথর দ্বারা ইস্তিনজা করা,باب الاِسْتِنْجَاءِ بِالْحِجَارَةِ,,21
abu-dawud_bn,22,1,১/২২. অধ্যায়ঃ,পেশাব-পায়খানার পর ওজু করা,باب فِي الاِسْتِبْرَاءِ,,22
abu-dawud_bn,23,1,১/২৩. অধ্যায়ঃ,পানি দিয়ে ইস্তিনজা করা,باب فِي الاِسْتِنْجَاءِ بِالْمَاءِ,,23
abu-dawud_bn,24,1,১/২৪. অধ্যায়ঃ,যে ব্যক্তি ইস্তিনজার পর মাটিতে হাত ঘষে,باب الرَّجُلِ يُدَلِّكُ يَدَهُ بِالأَرْضِ إِذَا اسْتَنْجَى,,24
abu-dawud_bn,25,1,১/২৫. অধ্যায়ঃ,মিসওয়াক করা,باب السِّوَاكِ,,25
abu-dawud_bn,26,1,১/২৬. অধ্যায়ঃ,মিসওয়াক করার নিয়ম,باب كَيْفَ يَسْتَاكُ,,26
abu-dawud_bn,27,1,১/২৭. অধ্যায়ঃ,একজনের মিসওয়াক অন্যজনে ব্যবহার করা,باب فِي الرَّجُلِ يَسْتَاكُ بِسِوَاكِ غَيْرِهِ,,27
abu-dawud_bn,28,1,১/২৮. অধ্যায়ঃ,মিসওয়াক ধোয়া,باب غَسْلِ السِّوَاكِ,,28
abu-dawud_bn,29,1,১/২৯. অধ্যায়ঃ,মিসওয়াক করা স্বভাবসুলভ কাজ (ফিতরাত),باب السِّوَاكِ مِنَ الْفِطْرَةِ,,29
abu-dawud_bn,30,1,১/৩০. অধ্যায়ঃ,রাত্রি জাগরণকারীর মিসওয়াক করা,باب السِّوَاكِ لِمَنْ قَامَ مِنَ اللَّيْلِ,,30
abu-dawud_bn,31,1,১/৩১. অধ্যায়ঃ,ওজু করা ফরজ,باب فَرْضِ الْوُضُوءِ,,31
abu-dawud_bn,32,1,১/৩২. অধ্যায়ঃ,কোনো ব্যক্তির ওজু থাকাবস্থায় নতুনভাবে ওজু করা,باب الرَّجُلِ يُجَدِّدُ الْوُضُوءَ مِنْ غَيْرِ حَدَثٍ,,32
abu-dawud_bn,33,1,১/৩৩. অধ্যায়ঃ,যে জিনিস পানিকে অপবিত্র করে,باب مَا يُنَجِّسُ الْمَاءَ,,33
abu-dawud_bn,34,1,১/৩৪. অধ্যায়ঃ,বুদা'আহ নামক কূপ প্রসঙ্গে,باب مَا جَاءَ فِي بِئْرِ بُضَاعَةَ,,34
abu-dawud_bn,35,1,১/৩৫. অধ্যায়ঃ,পানি অপবিত্র হয় না,باب الْمَاءِ لَا يَجْنُبُ,,35
abu-dawud_bn,36,1,১/৩৬. অধ্যায়ঃ,বদ্ধ পানিতে পেশাব করা,باب الْبَوْلِ فِي الْمَاءِ الرَّاكِدِ,,36
abu-dawud_bn,37,1,১/৩৭. অধ্যায়ঃ,কুকুরের লেহনকৃত পাত্র ধোয়া,باب الْوُضُوءِ بِسُؤْرِ الْكَلْبِ,,37
abu-dawud_bn,38,1,১/৩৮. অধ্যায়ঃ,বিড়ালের উচ্ছিষ্ট,باب سُؤْرِ الْهِرَّةِ,,38
abu-dawud_bn,39,1,১/৩৯. অধ্যায়ঃ,স্ত্রীলোকের ব্যবহারের অবশিষ্ট পানি দিয়ে (পুরুষের) ওজু করা,باب الْوُضُوءِ بِفَضْلِ وَضُوءِ الْمَرْأَةِ,,39
abu-dawud_bn,40,1,১/৪০. অধ্যায়ঃ,এ বিষয়ে নিষেধাজ্ঞা,باب النَّهْىِ عَنْ ذَلِكَ,,40
abu-dawud_bn,41,1,১/৪১. অধ্যায়ঃ,সমুদ্রের পানি দ্বারা ওজু করা,باب الْوُضُوءِ بِمَاءِ الْبَحْرِ,,41
abu-dawud_bn,42,1,১/৪২. অধ্যায়ঃ,নাবিজ (খেজুরের শরবত) দিয়ে ওজু করা,باب الْوُضُوءِ بِالنَّبِيذِ,,42
abu-dawud_bn,43,1,১/৪৩. অধ্যায়ঃ,কোনো ব্যক্তি পায়খানা-পেশাবের বেগ চেপে রেখে সালাত আদায় করবে কি?,باب أَيُصَلِّي الرَّجُلُ وَهُوَ حَاقِنٌ؟,,43
abu-dawud_bn,44,1,১/৪৪. অধ্যায়ঃ,ওজুর জন্য যতটুকু পানি যথেষ্ট,باب مَا يُجْزِئُ مِنَ الْمَاءِ فِي الْوُضُوءِ,,44
abu-dawud_bn,45,1,১/৪৫. অধ্যায়ঃ,ওজুতে প্রয়োজনাতিরিক্ত পানি ব্যবহার করা,باب الإِسْرَافِ فِي الْوَضُوءِ,,45
abu-dawud_bn,46,1,১/৪৬. অধ্যায়ঃ,পূর্ণাঙ্গরূপে ওজু করা,باب فِي إِسْبَاغِ الْوُضُوءِ,,46
abu-dawud_bn,47,1,১/৪৭. অধ্যায়ঃ,তামার পাত্রে ওজু করা,باب الْوُضُوءِ فِي آنِيَةِ الصُّفْرِ,,47
abu-dawud_bn,48,1,১/৪৮. অধ্যায়ঃ,ওজুর শুরুতে বিসমিল্লাহ বলা,باب التَّسْمِيَةِ عَلَى الْوُضُوءِ,,48
abu-dawud_bn,49,1,১/৪৯. অধ্যায়ঃ,যে ব্যক্তি হাত ধোয়ার পূর্বে তা (পানির) পাত্রে প্রবেশ করায়,باب فِي الرَّجُلِ يُدْخِلُ يَدَهُ فِي الإِنَاءِ قَبْلَ أَنْ يَغْسِلَهَا,,49
abu-dawud_bn,50,1,১/৫০. অধ্যায়ঃ,নবী (ﷺ)-এর ওজুর বিবরণ,باب صِفَةِ وُضُوءِ النَّبِيِّ صلي الله عليه وسلم,,50
abu-dawud_bn,51,1,১/৫১. অধ্যায়ঃ,ওজুর অঙ্গগুলো তিনবার করে ধোয়া,باب الْوُضُوءِ ثَلَاثًا ثَلَاثًا,,51
abu-dawud_bn,52,1,১/৫২. অধ্যায়ঃ,ওজুর অঙ্গসমূহ দুইবার করে ধোয়ার বর্ণনা,باب الْوُضُوءِ مَرَّتَيْنِ,,52
abu-dawud_bn,53,1,১/৫৩. অধ্যায়ঃ,ওজুর অঙ্গসমূহ একবার করে ধোয়া,باب الْوُضُوءِ مَرَّةً مَرَّةً,,53
abu-dawud_bn,54,1,১/৫৪. অধ্যায়ঃ,কুলি করা ও নাকে পানি দেওয়ার মধ্যে পার্থক্য করা,باب فِي الْفَرْقِ بَيْنَ الْمَضْمَضَةِ وَالاِسْتِنْشَاقِ,,54
abu-dawud_bn,55,1,১/৫৫. অধ্যায়ঃ,নাক পরিষ্কার করা,باب فِي الاِسْتِنْثَارِ,,55
abu-dawud_bn,56,1,১/৫৬. অধ্যায়ঃ,দাঁড়ি খিলাল করা,باب تَخْلِيلِ اللِّحْيَةِ,,56
abu-dawud_bn,57,1,১/৫৭. অধ্যায়ঃ,পাগড়ির উপর মাসেহ করা,باب الْمَسْحِ عَلَى الْعِمَامَةِ,,57
abu-dawud_bn,58,1,১/৫৮. অধ্যায়ঃ,দুই পা ধোয়া,باب غَسْلِ الرِّجْلَيْنِ,,58
abu-dawud_bn,59,1,১/৫৯. অধ্যায়ঃ,মোজার উপর মাসেহ করা,باب الْمَسْحِ عَلَى الْخُفَّيْنِ,,59
abu-dawud_bn,60,1,১/৬০. অধ্যায়ঃ,মোজার উপর মাসেহ করার সময়সীমা,باب التَّوْقِيتِ فِي الْمَسْحِ,,60
abu-dawud_bn,61,1,১/৬১. অধ্যায়ঃ,জাওরাবাইনের উপর মাসেহ করা,باب الْمَسْحِ عَلَى الْجَوْرَبَيْنِ,,61
abu-dawud_bn,62,1,১/৬২. অধ্যায়ঃ,(এই অনুচ্ছেদে কোনো শিরোনাম নেই),باب,,62
abu-dawud_bn,63,1,১/৬৩. অধ্যায়ঃ,(মোজার উপর) মাসেহ করার নিয়ম,باب كَيْفَ الْمَسْحُ,,63
abu-dawud_bn,64,1,১/৬৪. অধ্যায়ঃ,লজ্জাস্থানে পানি ছিটানো,باب فِي الاِنْتِضَاحِ,,64
abu-dawud_bn,65,1,১/৬৫. অধ্যায়ঃ,ওজুর পর যে দোয়া পড়তে হয়,باب مَا يَقُولُ الرَّجُلُ إِذَا تَوَضَّأَ,,65
abu-dawud_bn,66,1,১/৬৬. অধ্যায়ঃ,যে ব্যক্তি একই ওজুতে কয়েক ওয়াক্তের সালাত আদায় করে তার বর্ণনা,باب الرَّجُلِ يُصَلِّي الصَّلَوَاتِ بِوُضُوءٍ وَاحِدٍ,,66
abu-dawud_bn,67,1,১/৬৭. অধ্যায়ঃ,ওজুর মধ্যে কোনো অঙ্গের কোনো অংশ শুকনা থাকলে,باب تَفْرِيقِ الْوُضُوءِ,,67
abu-dawud_bn,68,1,১/৬৮. অধ্যায়ঃ,ওজু নষ্টের সন্দেহ হলে,باب إِذَا شَكَّ فِي الْحَدَثِ,,68
abu-dawud_bn,69,1,১/৬৯. অধ্যায়ঃ,চুম্বন দিলে ওজু করা প্রসঙ্গে,باب الْوُضُوءِ مِنَ الْقُبْلَةِ,,69
abu-dawud_bn,70,1,১/৭০. অধ্যায়ঃ,পুরুষাঙ্গ স্পর্শ করলে ওজু করা প্রসঙ্গে,باب الْوُضُوءِ مِنْ مَسِّ الذَّكَرِ,,70
abu-dawud_bn,71,1,১/৭১. অধ্যায়ঃ,পুরুষাঙ্গ স্পর্শ করলে ওজু নষ্ট না হওয়া প্রসঙ্গে,باب الرُّخْصَةِ فِي ذَلِكَ,,71
abu-dawud_bn,72,1,১/৭২. অধ্যায়ঃ,উটের গোশত খেলে ওজু করা প্রসঙ্গে,باب الْوُضُوءِ مِنْ لُحُومِ الإِبِلِ,,72
abu-dawud_bn,73,1,১/৭৩. অধ্যায়ঃ,কাঁচা গোশত স্পর্শ করলে ওজু করতে ও হাত ধুতে হবে কিনা,باب الْوُضُوءِ مِنْ مَسِّ اللَّحْمِ النِّيءِ وَغَسْلِهِ,,73
abu-dawud_bn,74,1,১/৭৪. অধ্যায়ঃ,মৃত প্রাণী স্পর্শ করলে ওজু না করা,باب تَرْكِ الْوُضُوءِ مِنْ مَسِّ الْمَيْتَةِ,,74
abu-dawud_bn,75,1,১/৭৫. অধ্যায়ঃ,আগুনে পাকানো জিনিস খেলে ওজু না করা,باب فِي تَرْكِ الْوُضُوءِ مِمَّا مَسَّتِ النَّارُ,,75
abu-dawud_bn,76,1,১/৭৬. অধ্যায়ঃ,আগুনে পাকানো জিনিস খেলে ওজু করার ব্যাপারে কঠোরতা,باب التَّشْدِيدِ فِي ذَلِكَ,,76
abu-dawud_bn,77,1,১/৭৭. অধ্যায়ঃ,দুধ পান করলে ওজু (কুলি) করা প্রসঙ্গে,باب فِي الْوُضُوءِ مِنَ اللَّبَنِ,,77
abu-dawud_bn,78,1,১/৭৮. অধ্যায়ঃ,দুধ পানের পর ওজু (কুলি) না করা প্রসঙ্গে,باب الرُّخْصَةِ فِي ذَلِكَ,,78
